11450.0	127.0	66.10206	-34.93452	2.0
11450.0	134.0	41.91301	-21.13626	1.0
11450.0	128.0	63.14732	-23.32631	1.0
11450.0	131.0	72.00607	-54.45867	1.0
11450.0	132.0	49.71062	-42.33862	1.0
11450.0	121.0	39.95176	-25.90332	2.0
11450.0	4.0	39.62898	-43.86019	1.0
11450.0	3.0	48.34933	-47.59822	1.0
11450.0	133.0	48.86748	-28.91683	1.0
11450.0	129.0	53.02795	-36.10278	3.0
11450.0	6.0	43.61559	-39.84759	1.0
11450.0	122.0	70.32897	-41.54418	2.0
11450.0	5.0	70.60494	-21.39027	1.0
11460.0	6.0	43.61559	-39.84759	1.0
11460.0	127.0	66.30259	-35.51712	2.0
11460.0	132.0	49.71972	-42.33032	1.0
11460.0	121.0	40.25314	-26.22659	2.0
11460.0	129.0	54.2403	-37.44444	3.0
11460.0	134.0	43.75914	-23.21912	1.0
11460.0	131.0	72.86514	-55.40196	1.0
11460.0	133.0	50.59879	-30.78205	1.0
11460.0	4.0	39.62898	-43.86019	1.0
11460.0	128.0	65.09477	-21.48515	1.0
11460.0	3.0	48.34933	-47.59822	1.0
11460.0	122.0	70.23038	-41.53849	2.0
11460.0	5.0	70.60494	-21.39027	1.0
11470.0	6.0	43.61559	-39.84759	1.0
11470.0	122.0	70.12829	-41.54067	2.0
11470.0	3.0	48.34933	-47.59822	1.0
11470.0	133.0	52.18057	-32.52345	1.0
11470.0	121.0	40.5709	-26.54269	2.0
11470.0	134.0	45.55822	-25.18291	1.0
11470.0	5.0	70.60494	-21.39027	1.0
11470.0	132.0	49.71724	-42.3338	1.0
11470.0	127.0	66.58328	-36.08922	2.0
11470.0	4.0	39.62898	-43.86019	1.0
11470.0	131.0	73.50161	-56.12357	1.0
11470.0	129.0	55.44108	-38.78483	3.0
11470.0	128.0	67.13479	-19.34821	1.0
11480.0	121.0	40.87889	-26.86256	2.0
11480.0	6.0	43.61559	-39.84759	1.0
11480.0	4.0	39.62898	-43.86019	1.0
11480.0	134.0	47.29936	-27.10517	1.0
11480.0	127.0	66.93701	-36.63251	2.0
11480.0	132.0	49.72825	-42.32327	1.0
11480.0	129.0	56.6481	-40.12155	3.0
11480.0	5.0	70.60494	-21.39027	1.0
11480.0	133.0	53.63268	-34.14712	1.0
11480.0	122.0	70.04808	-41.54353	2.0
11480.0	135.0	30.16123	-8.96503	1.0
11480.0	3.0	48.34933	-47.59822	1.0
11480.0	131.0	73.95789	-56.64829	1.0
11490.0	132.0	49.76555	-42.28412	1.0
11490.0	5.0	70.60494	-21.39027	1.0
11490.0	133.0	55.00621	-35.67648	1.0
