6710.0	84.0	77.54259	-53.64558	1.0
6720.0	84.0	75.49382	-51.15251	1.0
6720.0	76.0	59.36842	-24.37569	1.0
6720.0	7.0	40.02017	-43.69768	1.0
6720.0	6.0	45.77836	-50.38899	1.0
6720.0	83.0	66.02479	-40.60613	1.0
6720.0	82.0	63.27968	-27.0633	1.0
6720.0	72.0	54.58081	-15.95441	2.0
6720.0	8.0	43.58387	-39.85709	1.0
6720.0	80.0	52.34117	-29.76776	1.0
6720.0	5.0	70.07881	-21.99163	1.0
6720.0	74.0	66.68062	-31.00246	2.0
6730.0	76.0	59.36264	-24.37625	1.0
6730.0	74.0	66.87722	-30.37389	2.0
6730.0	82.0	64.27321	-24.93033	1.0
6730.0	80.0	52.33752	-29.77308	1.0
6730.0	5.0	70.07881	-21.99163	1.0
6730.0	8.0	43.58387	-39.85709	1.0
6730.0	7.0	40.02017	-43.69768	1.0
6730.0	83.0	64.62211	-38.85803	1.0
6730.0	6.0	45.77836	-50.38899	1.0
6730.0	72.0	54.1172	-15.65934	2.0
6730.0	84.0	73.55093	-48.84325	1.0
6740.0	6.0	45.77836	-50.38899	1.0
6740.0	74.0	67.12272	-29.73983	2.0
6740.0	72.0	53.65248	-15.36112	2.0
6740.0	7.0	40.02017	-43.69768	1.0
6740.0	82.0	65.64247	-22.71429	1.0
6740.0	76.0	59.36092	-24.3755	1.0
6740.0	84.0	71.76803	-46.74339	1.0
6740.0	5.0	70.07881	-21.99163	1.0
6740.0	8.0	43.58387	-39.85709	1.0
6740.0	83.0	63.55546	-37.06164	1.0
6740.0	80.0	52.3349	-29.77213	1.0
6750.0	76.0	59.35801	-24.36728	1.0
6750.0	84.0	70.13104	-44.84761	1.0
6750.0	80.0	52.33907	-29.76352	1.0
6750.0	6.0	45.77836	-50.38899	1.0
6750.0	72.0	53.18584	-15.05538	2.0
6750.0	83.0	62.85937	-35.14087	1.0
6750.0	7.0	40.02017	-43.69768	1.0
6750.0	8.0	43.58387	-39.85709	1.0
6750.0	5.0	70.07881	-21.99163	1.0
6750.0	74.0	67.38078	-29.19254	2.0
6760.0	7.0	40.02017	-43.69768	1.0
6760.0	84.0	68.59942	-43.08767	1.0
6760.0	83.0	62.54893	-33.13871	1.0
6760.0	6.0	45.77836	-50.38899	1.0
6760.0	74.0	67.672	-28.70247	2.0
6760.0	8.0	43.58387	-39.85709	1.0
6760.0	5.0	70.07881	-21.99163	1.0
6760.0	85.0	60.15343	-49.36553	2.0
6760.0	72.0	52.72485	-14.73393	2.0
6760.0	76.0	59.35798	-24.36782	1.0
6760.0	80.0	52.34325	-29.76069	1.0
6770.0	84.0	67.08915	-41.35937	1.0
6770.0	5.0	70.07881	-21.99163	1.0
6770.0	74.0	68.01728	-28.24917	2.0
6770.0	85.0	60.53774	-49.47468	2.0
6770.0	80.0	52.34286	-29.76414	1.0
6770.0	7.0	40.02017	-43.69768	1.0
6770.0	8.0	43.58387	-39.85709	1.0
6770.0	76.0	59.3619	-24.37415	1.0
6770.0	72.0	52.25458	-14.43245	2.0
6770.0	6.0	45.77836	-50.38899	1.0
6770.0	83.0	62.63805	-31.12294	1.0
6780.0	8.0	43.58387	-39.85709	1.0
