9320.0	1.0	169.26549	-39.37967	1.0
9330.0	2.0	174.35979	-37.74523	1.0
9330.0	114.0	119.56002	-60.6412	4.0
9330.0	3.0	179.48957	-35.97791	1.0
9330.0	1.0	169.26549	-39.37967	1.0
9330.0	113.0	139.8283	-42.52161	3.0
9340.0	113.0	137.68671	-43.23917	3.0
9340.0	1.0	169.26549	-39.37967	1.0
9340.0	3.0	179.48957	-35.97791	1.0
9340.0	2.0	174.35979	-37.74523	1.0
9340.0	114.0	116.73723	-62.63608	4.0
9350.0	114.0	113.65759	-64.53259	4.0
9350.0	1.0	169.26549	-39.37967	1.0
9350.0	113.0	135.55109	-43.8487	3.0
9350.0	3.0	179.48957	-35.97791	1.0
9350.0	2.0	174.35979	-37.74523	1.0
9360.0	1.0	169.26549	-39.37967	1.0
9360.0	113.0	133.44056	-44.38164	3.0
9360.0	3.0	179.48957	-35.97791	1.0
9360.0	114.0	110.38918	-66.34378	4.0
9360.0	2.0	174.35979	-37.74523	1.0
9370.0	2.0	174.35979	-37.74523	1.0
9370.0	1.0	169.26549	-39.37967	1.0
9370.0	113.0	131.37164	-44.96544	3.0
9370.0	114.0	106.97836	-68.16917	4.0
9370.0	3.0	179.48957	-35.97791	1.0
9380.0	2.0	174.35979	-37.74523	1.0
9380.0	1.0	169.26549	-39.37967	1.0
9380.0	114.0	103.41621	-69.97504	4.0
9380.0	3.0	179.48957	-35.97791	1.0
9380.0	113.0	129.32883	-45.74854	3.0
9390.0	114.0	99.72523	-71.76646	4.0
9390.0	3.0	179.48957	-35.97791	1.0
9390.0	2.0	174.35979	-37.74523	1.0
9390.0	1.0	169.26549	-39.37967	1.0
9390.0	113.0	127.3763	-46.75484	3.0
9400.0	2.0	174.35979	-37.74523	1.0
9400.0	1.0	169.26549	-39.37967	1.0
9400.0	114.0	95.97041	-73.63825	4.0
9400.0	3.0	179.48957	-35.97791	1.0
9400.0	113.0	125.52881	-47.94064	3.0
9410.0	2.0	174.35979	-37.74523	1.0
9410.0	3.0	179.48957	-35.97791	1.0
9410.0	114.0	92.13805	-75.5688	4.0
9410.0	113.0	123.74121	-49.23426	3.0
9410.0	1.0	169.26549	-39.37967	1.0
9420.0	113.0	122.00612	-50.51827	3.0
9420.0	2.0	174.35979	-37.74523	1.0
9420.0	3.0	179.48957	-35.97791	1.0
9420.0	1.0	169.26549	-39.37967	1.0
9420.0	114.0	88.24325	-77.61515	4.0
9430.0	2.0	174.35979	-37.74523	1.0
9430.0	114.0	84.27013	-79.75383	4.0
9430.0	1.0	169.26549	-39.37967	1.0
9430.0	3.0	179.48957	-35.97791	1.0
9430.0	113.0	120.30678	-51.68788	3.0
9440.0	113.0	118.61077	-52.68758	3.0
9440.0	1.0	169.26549	-39.37967	1.0
9440.0	3.0	179.48957	-35.97791	1.0
9440.0	2.0	174.35979	-37.74523	1.0
9450.0	2.0	174.35979	-37.74523	1.0
9450.0	3.0	179.48957	-35.97791	1.0
